Year,Patient County,PQI Number,PQI Name,"Observed Rate Per 100,000 People","Expected Rate Per 100,000 People"
2009,FRANKLIN,PQI_S02,Prevention Quality All Circulatory Composite,517.77,434.39
2010,FRANKLIN,PQI_S02,Prevention Quality All Circulatory Composite,446.38,401.39
2011,FRANKLIN,PQI_S02,Prevention Quality All Circulatory Composite,499.73,398.53
2012,FRANKLIN,PQI_S02,Prevention Quality All Circulatory Composite,196.24,445.5
2009,FRANKLIN,PQI_S03,Prevention Quality All Respiratory Composite,783.97,346.61
2010,FRANKLIN,PQI_S03,Prevention Quality All Respiratory Composite,803,318.67
2011,FRANKLIN,PQI_S03,Prevention Quality All Respiratory Composite,698.61,337.15
2012,FRANKLIN,PQI_S03,Prevention Quality All Respiratory Composite,153.23,368.83
2009,FULTON,PQI_01,Diabetes Short-term Complications,53.02,38.72
2010,FULTON,PQI_01,Diabetes Short-term Complications,78.32,39.6
2011,FULTON,PQI_01,Diabetes Short-term Complications,96.03,42.57
2012,FULTON,PQI_01,Diabetes Short-term Complications,68.86,44
2009,FULTON,PQI_03,Diabetes Long-term Complications,131.45,104.17
2010,FULTON,PQI_03,Diabetes Long-term Complications,186.56,102.96
2011,FULTON,PQI_03,Diabetes Long-term Complications,105.38,107.36
2012,FULTON,PQI_03,Diabetes Long-term Complications,123.86,101.42
2009,FULTON,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,878.68,489.39
2010,FULTON,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,742.94,451.11
2011,FULTON,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,629.2,450.89
2012,FULTON,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,656.15,421.08
2009,FULTON,PQI_07,Hypertension,27.72,47.74
2010,FULTON,PQI_07,Hypertension,55.33,47.74
2011,FULTON,PQI_07,Hypertension,32.78,48.62
2012,FULTON,PQI_07,Hypertension,13.75,48.51
2009,FULTON,PQI_08,Heart Failure,396.77,378.73
2010,FULTON,PQI_08,Heart Failure,479.05,338.03
2011,FULTON,PQI_08,Heart Failure,374.77,322.85
2012,FULTON,PQI_08,Heart Failure,454.3,301.73
2009,FULTON,PQI_10,Dehydration,133.76,153.78
2010,FULTON,PQI_10,Dehydration,163.57,134.64
2011,FULTON,PQI_10,Dehydration,161.59,132.55
2012,FULTON,PQI_10,Dehydration,160.6,120.45
2009,FULTON,PQI_11,Bacterial Pneumonia,359.81,310.53
2010,FULTON,PQI_11,Bacterial Pneumonia,363.88,272.25
2011,FULTON,PQI_11,Bacterial Pneumonia,445.06,282.26
2012,FULTON,PQI_11,Bacterial Pneumonia,502.48,252.34
2009,FULTON,PQI_12,Urinary Tract Infection,173.03,176.99
2010,FULTON,PQI_12,Urinary Tract Infection,230.34,176.66
2011,FULTON,PQI_12,Urinary Tract Infection,257.62,173.8
2012,FULTON,PQI_12,Urinary Tract Infection,229.46,165.99
2009,FULTON,PQI_13,Angina Without Procedure,36.96,26.84
2010,FULTON,PQI_13,Angina Without Procedure,27.61,22.11
2011,FULTON,PQI_13,Angina Without Procedure,23.43,19.58
2012,FULTON,PQI_13,Angina Without Procedure,9.13,17.71
2009,FULTON,PQI_14,Uncontrolled Diabetes,11.55,18.92
2010,FULTON,PQI_14,Uncontrolled Diabetes,2.31,16.61
2011,FULTON,PQI_14,Uncontrolled Diabetes,16.39,15.51
2012,FULTON,PQI_14,Uncontrolled Diabetes,2.31,14.96
2009,FULTON,PQI_15,Asthma in Younger Adults,168.08,55.66
2010,FULTON,PQI_15,Asthma in Younger Adults,96.47,44.66
2011,FULTON,PQI_15,Asthma in Younger Adults,92.29,44
2012,FULTON,PQI_15,Asthma in Younger Adults,48.4,44.11
2009,FULTON,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,9.24,11.77
2010,FULTON,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,4.62,10.89
2011,FULTON,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,18.7,11.66
2012,FULTON,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,13.75,11.55
2009,FULTON,PQI_90,Prevention Quality Overall Composite,1956.02,1597.42
2010,FULTON,PQI_90,Prevention Quality Overall Composite,2100.67,1462.12
2011,FULTON,PQI_90,Prevention Quality Overall Composite,1979.34,1467.73
2012,FULTON,PQI_90,Prevention Quality Overall Composite,2025.87,1368.84
2009,FULTON,PQI_91,Prevention Quality Acute Composite,666.6,641.3
2010,FULTON,PQI_91,Prevention Quality Acute Composite,757.79,583.66
2011,FULTON,PQI_91,Prevention Quality Acute Composite,864.38,588.61
2012,FULTON,PQI_91,Prevention Quality Acute Composite,892.43,538.78
2009,FULTON,PQI_92,Prevention Quality Chronic Composite,1289.42,956.12
2010,FULTON,PQI_92,Prevention Quality Chronic Composite,1342.88,878.57
2011,FULTON,PQI_92,Prevention Quality Chronic Composite,1115.07,879.12
2012,FULTON,PQI_92,Prevention Quality Chronic Composite,1133.33,830.17
2009,FULTON,PQI_S01,Prevention Quality All Diabetes Composite,202.95,168.3
2010,FULTON,PQI_S01,Prevention Quality All Diabetes Composite,269.5,165.22
2011,FULTON,PQI_S01,Prevention Quality All Diabetes Composite,231.88,171.38
2012,FULTON,PQI_S01,Prevention Quality All Diabetes Composite,201.85,166.32
2009,FULTON,PQI_S02,Prevention Quality All Circulatory Composite,461.34,453.31
2010,FULTON,PQI_S02,Prevention Quality All Circulatory Composite,561.99,407.88
2011,FULTON,PQI_S02,Prevention Quality All Circulatory Composite,430.98,391.05
2012,FULTON,PQI_S02,Prevention Quality All Circulatory Composite,477.18,367.95
2009,FULTON,PQI_S03,Prevention Quality All Respiratory Composite,625.13,334.62
2010,FULTON,PQI_S03,Prevention Quality All Respiratory Composite,511.39,305.47
2011,FULTON,PQI_S03,Prevention Quality All Respiratory Composite,452.1,316.69
2012,FULTON,PQI_S03,Prevention Quality All Respiratory Composite,454.3,295.9
2009,GENESEE,PQI_01,Diabetes Short-term Complications,75.46,41.14
2010,GENESEE,PQI_01,Diabetes Short-term Complications,44.44,42.02
2011,GENESEE,PQI_01,Diabetes Short-term Complications,65.12,45.1
2012,GENESEE,PQI_01,Diabetes Short-term Complications,46.97,48.29
2009,GENESEE,PQI_03,Diabetes Long-term Complications,90.97,110.44
2010,GENESEE,PQI_03,Diabetes Long-term Complications,133.21,110.77
2011,GENESEE,PQI_03,Diabetes Long-term Complications,92.07,115.94
2012,GENESEE,PQI_03,Diabetes Long-term Complications,102.52,116.71
2009,GENESEE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,627,492.58
2010,GENESEE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,613.25,460.46
2011,GENESEE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,673.09,465.74
2012,GENESEE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,537.79,455.29
2009,GENESEE,PQI_07,Hypertension,39.93,50.6
2010,GENESEE,PQI_07,Hypertension,39.93,51.59
2011,GENESEE,PQI_07,Hypertension,47.19,53.02
2012,GENESEE,PQI_07,Hypertension,21.34,57.31
2009,GENESEE,PQI_08,Heart Failure,439.45,375.76
2010,GENESEE,PQI_08,Heart Failure,375.1,343.31
2011,GENESEE,PQI_08,Heart Failure,458.26,337.7
2012,GENESEE,PQI_08,Heart Failure,371.58,340.89
2009,GENESEE,PQI_10,Dehydration,177.54,152.02
2010,GENESEE,PQI_10,Dehydration,162.03,135.52
2011,GENESEE,PQI_10,Dehydration,134.75,136.18
2012,GENESEE,PQI_10,Dehydration,143.11,130.02
2009,GENESEE,PQI_11,Bacterial Pneumonia,268.51,308.77
2010,GENESEE,PQI_11,Bacterial Pneumonia,341.77,273.9
2011,GENESEE,PQI_11,Bacterial Pneumonia,296.56,289.41
2012,GENESEE,PQI_11,Bacterial Pneumonia,277.64,272.91
2009,GENESEE,PQI_12,Urinary Tract Infection,142.01,174.79
2010,GENESEE,PQI_12,Urinary Tract Infection,148.72,176.88
2011,GENESEE,PQI_12,Urinary Tract Infection,159.5,178.86
2012,GENESEE,PQI_12,Urinary Tract Infection,200.75,182.82
2009,GENESEE,PQI_13,Angina Without Procedure,102.08,28.05
2010,GENESEE,PQI_13,Angina Without Procedure,130.9,23.21
2011,GENESEE,PQI_13,Angina Without Procedure,80.85,20.79
2012,GENESEE,PQI_13,Angina Without Procedure,64.02,19.58
2009,GENESEE,PQI_14,Uncontrolled Diabetes,11.11,20.79
2010,GENESEE,PQI_14,Uncontrolled Diabetes,37.73,18.7
2011,GENESEE,PQI_14,Uncontrolled Diabetes,35.97,17.16
2012,GENESEE,PQI_14,Uncontrolled Diabetes,19.25,17.93
2009,GENESEE,PQI_15,Asthma in Younger Adults,32.12,58.96
2010,GENESEE,PQI_15,Asthma in Younger Adults,83.71,46.64
2011,GENESEE,PQI_15,Asthma in Younger Adults,27.83,46.42
2012,GENESEE,PQI_15,Asthma in Younger Adults,13.31,49.28
2009,GENESEE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,6.71,12.32
2010,GENESEE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11.11,11.66
2011,GENESEE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,24.75,12.54
2012,GENESEE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,10.67,13.2
2009,GENESEE,PQI_90,Prevention Quality Overall Composite,1771,1612.05
2010,GENESEE,PQI_90,Prevention Quality Overall Composite,1848.77,1499.96
2011,GENESEE,PQI_90,Prevention Quality Overall Composite,1851.19,1530.87
2012,GENESEE,PQI_90,Prevention Quality Overall Composite,1625.14,1518.11
2009,GENESEE,PQI_91,Prevention Quality Acute Composite,588.17,635.58
2010,GENESEE,PQI_91,Prevention Quality Acute Composite,652.52,586.3
2011,GENESEE,PQI_91,Prevention Quality Acute Composite,590.81,604.45
2012,GENESEE,PQI_91,Prevention Quality Acute Composite,621.39,585.75
2009,GENESEE,PQI_92,Prevention Quality Chronic Composite,1182.94,976.47
2010,GENESEE,PQI_92,Prevention Quality Chronic Composite,1196.25,913.77
2011,GENESEE,PQI_92,Prevention Quality Chronic Composite,1260.27,926.42
2012,GENESEE,PQI_92,Prevention Quality Chronic Composite,1003.64,932.36
2009,GENESEE,PQI_S01,Prevention Quality All Diabetes Composite,179.74,179.19
2010,GENESEE,PQI_S01,Prevention Quality All Diabetes Composite,219.67,177.87
2011,GENESEE,PQI_S01,Prevention Quality All Diabetes Composite,208.89,184.47
2012,GENESEE,PQI_S01,Prevention Quality All Diabetes Composite,177.21,189.86
2009,GENESEE,PQI_S02,Prevention Quality All Circulatory Composite,581.46,454.41
2010,GENESEE,PQI_S02,Prevention Quality All Circulatory Composite,545.93,418.11
2011,GENESEE,PQI_S02,Prevention Quality All Circulatory Composite,586.3,411.51
2012,GENESEE,PQI_S02,Prevention Quality All Circulatory Composite,457.05,417.67
2009,GENESEE,PQI_S03,Prevention Quality All Respiratory Composite,421.63,342.87
2010,GENESEE,PQI_S03,Prevention Quality All Respiratory Composite,430.54,317.79
2011,GENESEE,PQI_S03,Prevention Quality All Respiratory Composite,465.08,330.55
2012,GENESEE,PQI_S03,Prevention Quality All Respiratory Composite,369.49,324.94
2009,GREENE,PQI_01,Diabetes Short-term Complications,37.95,44.88
2010,GREENE,PQI_01,Diabetes Short-term Complications,50.82,45.65
2011,GREENE,PQI_01,Diabetes Short-term Complications,46.42,49.39
2012,GREENE,PQI_01,Diabetes Short-term Complications,38.06,50.27
2009,GREENE,PQI_03,Diabetes Long-term Complications,116.49,109.67
2010,GREENE,PQI_03,Diabetes Long-term Complications,38.17,109.12
2011,GREENE,PQI_03,Diabetes Long-term Complications,74.8,114.84
2012,GREENE,PQI_03,Diabetes Long-term Complications,91.41,110.66
2009,GREENE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,540.1,501.82
2010,GREENE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,410.3,467.39
2011,GREENE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,487.3,458.37
2012,GREENE,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,441.32,431.53
2009,GREENE,PQI_07,Hypertension,30.36,50.38
2010,GREENE,PQI_07,Hypertension,61.05,50.27
2011,GREENE,PQI_07,Hypertension,56.76,51.81
2012,GREENE,PQI_07,Hypertension,48.29,51.92
2009,GREENE,PQI_08,Heart Failure,364.87,359.48
2010,GREENE,PQI_08,Heart Failure,332.97,324.06
2011,GREENE,PQI_08,Heart Failure,293.81,304.26
2012,GREENE,PQI_08,Heart Failure,274.34,286.99
2009,GREENE,PQI_10,Dehydration,98.78,144.65
2010,GREENE,PQI_10,Dehydration,76.23,128.26
2011,GREENE,PQI_10,Dehydration,108.24,124.96
2012,GREENE,PQI_10,Dehydration,114.29,115.28
2009,GREENE,PQI_11,Bacterial Pneumonia,245.74,297.99
2010,GREENE,PQI_11,Bacterial Pneumonia,223.63,260.04
2011,GREENE,PQI_11,Bacterial Pneumonia,216.48,268.29
2012,GREENE,PQI_11,Bacterial Pneumonia,236.17,241.78
2009,GREENE,PQI_12,Urinary Tract Infection,126.72,162.36
2010,GREENE,PQI_12,Urinary Tract Infection,139.81,162.91
2011,GREENE,PQI_12,Urinary Tract Infection,154.66,157.3
2012,GREENE,PQI_12,Urinary Tract Infection,132.11,151.25
2009,GREENE,PQI_13,Angina Without Procedure,35.42,27.17
2010,GREENE,PQI_13,Angina Without Procedure,30.47,22.44
2011,GREENE,PQI_13,Angina Without Procedure,12.87,20.35
2012,GREENE,PQI_13,Angina Without Procedure,15.29,18.48
2009,GREENE,PQI_14,Uncontrolled Diabetes,2.53,21.56
2010,GREENE,PQI_14,Uncontrolled Diabetes,10.12,19.36
2011,GREENE,PQI_14,Uncontrolled Diabetes,12.87,18.15
2012,GREENE,PQI_14,Uncontrolled Diabetes,17.82,17.49
2009,GREENE,PQI_15,Asthma in Younger Adults,40.37,69.52
2010,GREENE,PQI_15,Asthma in Younger Adults,46.75,54.67
2011,GREENE,PQI_15,Asthma in Younger Adults,45.65,55.11
2012,GREENE,PQI_15,Asthma in Younger Adults,107.03,55
2009,GREENE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,15.18,12.32
2010,GREENE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,12.76,11.55
2011,GREENE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,15.51,12.54
2012,GREENE,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,20.35,12.65
2009,GREENE,PQI_90,Prevention Quality Overall Composite,1421.31,1564.2
2010,GREENE,PQI_90,Prevention Quality Overall Composite,1243,1438.69
2011,GREENE,PQI_90,Prevention Quality Overall Composite,1322.31,1437.37
2012,GREENE,PQI_90,Prevention Quality Overall Composite,1310.65,1356.85
2009,GREENE,PQI_91,Prevention Quality Acute Composite,471.24,605
2010,GREENE,PQI_91,Prevention Quality Acute Composite,439.78,551.21
2011,GREENE,PQI_91,Prevention Quality Acute Composite,479.38,550.55
2012,GREENE,PQI_91,Prevention Quality Acute Composite,482.57,508.31
2009,GREENE,PQI_92,Prevention Quality Chronic Composite,950.07,959.2
2010,GREENE,PQI_92,Prevention Quality Chronic Composite,803.22,887.59
2011,GREENE,PQI_92,Prevention Quality Chronic Composite,842.82,886.82
2012,GREENE,PQI_92,Prevention Quality Chronic Composite,828.08,848.65
2009,GREENE,PQI_S01,Prevention Quality All Diabetes Composite,167.2,182.93
2010,GREENE,PQI_S01,Prevention Quality All Diabetes Composite,106.81,180.51
2011,GREENE,PQI_S01,Prevention Quality All Diabetes Composite,141.79,188.76
2012,GREENE,PQI_S01,Prevention Quality All Diabetes Composite,160.05,184.91
2009,GREENE,PQI_S02,Prevention Quality All Circulatory Composite,430.76,437.03
2010,GREENE,PQI_S02,Prevention Quality All Circulatory Composite,424.49,396.77
2011,GREENE,PQI_S02,Prevention Quality All Circulatory Composite,363.44,376.42
2012,GREENE,PQI_S02,Prevention Quality All Circulatory Composite,337.81,357.39
2009,GREENE,PQI_S03,Prevention Quality All Respiratory Composite,352.22,339.24
2010,GREENE,PQI_S03,Prevention Quality All Respiratory Composite,271.92,310.42
2011,GREENE,PQI_S03,Prevention Quality All Respiratory Composite,337.7,321.75
2012,GREENE,PQI_S03,Prevention Quality All Respiratory Composite,330.22,306.35
2009,HAMILTON/SCHUYLER,PQI_01,Diabetes Short-term Complications,23.87,35.53
2009,HAMILTON/SCHUYLER,PQI_01,Diabetes Short-term Complications,13.31,38.28
2010,HAMILTON/SCHUYLER,PQI_01,Diabetes Short-term Complications,0,36.96
2010,HAMILTON/SCHUYLER,PQI_01,Diabetes Short-term Complications,33.33,39.16
2011,HAMILTON/SCHUYLER,PQI_01,Diabetes Short-term Complications,0,39.49
2011,HAMILTON/SCHUYLER,PQI_01,Diabetes Short-term Complications,74.8,42.24
2012,HAMILTON/SCHUYLER,PQI_01,Diabetes Short-term Complications,50.6,39.27
2012,HAMILTON/SCHUYLER,PQI_01,Diabetes Short-term Complications,48.29,41.03
2009,HAMILTON/SCHUYLER,PQI_03,Diabetes Long-term Complications,71.5,123.86
2009,HAMILTON/SCHUYLER,PQI_03,Diabetes Long-term Complications,53.13,102.96
2010,HAMILTON/SCHUYLER,PQI_03,Diabetes Long-term Complications,95.92,122.32
2010,HAMILTON/SCHUYLER,PQI_03,Diabetes Long-term Complications,66.66,102.08
2011,HAMILTON/SCHUYLER,PQI_03,Diabetes Long-term Complications,149.93,127.82
2011,HAMILTON/SCHUYLER,PQI_03,Diabetes Long-term Complications,54.45,107.36
2012,HAMILTON/SCHUYLER,PQI_03,Diabetes Long-term Complications,177.21,115.39
2012,HAMILTON/SCHUYLER,PQI_03,Diabetes Long-term Complications,41.47,98.23
2009,HAMILTON/SCHUYLER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,399.96,538.45
2009,HAMILTON/SCHUYLER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,449.02,482.24
2010,HAMILTON/SCHUYLER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,335.61,496.76
2010,HAMILTON/SCHUYLER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,483.45,450.23
2011,HAMILTON/SCHUYLER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,226.38,472.67
2011,HAMILTON/SCHUYLER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,481.14,443.52
2012,HAMILTON/SCHUYLER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,392.59,433.18
2012,HAMILTON/SCHUYLER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,624.25,400.18
2009,HAMILTON/SCHUYLER,PQI_07,Hypertension,47.74,52.58
2009,HAMILTON/SCHUYLER,PQI_07,Hypertension,59.84,44.99
2010,HAMILTON/SCHUYLER,PQI_07,Hypertension,47.96,52.47
2010,HAMILTON/SCHUYLER,PQI_07,Hypertension,46.64,45.1
2011,HAMILTON/SCHUYLER,PQI_07,Hypertension,0,53.68
2011,HAMILTON/SCHUYLER,PQI_07,Hypertension,27.17,46.53
2012,HAMILTON/SCHUYLER,PQI_07,Hypertension,50.6,50.71
2012,HAMILTON/SCHUYLER,PQI_07,Hypertension,55.22,43.67
2009,HAMILTON/SCHUYLER,PQI_08,Heart Failure,333.85,438.68
2009,HAMILTON/SCHUYLER,PQI_08,Heart Failure,412.17,357.17
2010,HAMILTON/SCHUYLER,PQI_08,Heart Failure,359.92,393.58
2010,HAMILTON/SCHUYLER,PQI_08,Heart Failure,406.45,324.61
2011,HAMILTON/SCHUYLER,PQI_08,Heart Failure,399.74,347.38
2011,HAMILTON/SCHUYLER,PQI_08,Heart Failure,278.85,309.76
2012,HAMILTON/SCHUYLER,PQI_08,Heart Failure,253.11,311.52
2012,HAMILTON/SCHUYLER,PQI_08,Heart Failure,324.5,273.24
2009,HAMILTON/SCHUYLER,PQI_10,Dehydration,166.87,172.37
2009,HAMILTON/SCHUYLER,PQI_10,Dehydration,279.18,148.39
2010,HAMILTON/SCHUYLER,PQI_10,Dehydration,120.01,150.81
2010,HAMILTON/SCHUYLER,PQI_10,Dehydration,199.87,131.56
2011,HAMILTON/SCHUYLER,PQI_10,Dehydration,124.96,142.89
2011,HAMILTON/SCHUYLER,PQI_10,Dehydration,224.4,129.91
2012,HAMILTON/SCHUYLER,PQI_10,Dehydration,101.31,127.71
2012,HAMILTON/SCHUYLER,PQI_10,Dehydration,186.45,114.4
2009,HAMILTON/SCHUYLER,PQI_11,Bacterial Pneumonia,381.48,359.7
2009,HAMILTON/SCHUYLER,PQI_11,Bacterial Pneumonia,525.14,302.5
2010,HAMILTON/SCHUYLER,PQI_11,Bacterial Pneumonia,263.89,315.7
2010,HAMILTON/SCHUYLER,PQI_11,Bacterial Pneumonia,499.73,267.96
2011,HAMILTON/SCHUYLER,PQI_11,Bacterial Pneumonia,349.69,310.09
2011,HAMILTON/SCHUYLER,PQI_11,Bacterial Pneumonia,516.78,278.74
2012,HAMILTON/SCHUYLER,PQI_11,Bacterial Pneumonia,126.61,271.37
2012,HAMILTON/SCHUYLER,PQI_11,Bacterial Pneumonia,545.49,240.02
2009,HAMILTON/SCHUYLER,PQI_12,Urinary Tract Infection,95.37,190.08
2009,HAMILTON/SCHUYLER,PQI_12,Urinary Tract Infection,166.21,165.55
2010,HAMILTON/SCHUYLER,PQI_12,Urinary Tract Infection,167.97,189.09
2010,HAMILTON/SCHUYLER,PQI_12,Urinary Tract Infection,346.5,167.75
2011,HAMILTON/SCHUYLER,PQI_12,Urinary Tract Infection,99.88,175.56
2011,HAMILTON/SCHUYLER,PQI_12,Urinary Tract Infection,244.86,164.01
2012,HAMILTON/SCHUYLER,PQI_12,Urinary Tract Infection,0,163.02
2012,HAMILTON/SCHUYLER,PQI_12,Urinary Tract Infection,379.72,149.05
2009,HAMILTON/SCHUYLER,PQI_13,Angina Without Procedure,23.87,31.35
2009,HAMILTON/SCHUYLER,PQI_13,Angina Without Procedure,19.91,26.95
2010,HAMILTON/SCHUYLER,PQI_13,Angina Without Procedure,0,25.74
2010,HAMILTON/SCHUYLER,PQI_13,Angina Without Procedure,0,22
2011,HAMILTON/SCHUYLER,PQI_13,Angina Without Procedure,0,23.43
2011,HAMILTON/SCHUYLER,PQI_13,Angina Without Procedure,0,19.8
2012,HAMILTON/SCHUYLER,PQI_13,Angina Without Procedure,0,20.02
2012,HAMILTON/SCHUYLER,PQI_13,Angina Without Procedure,34.54,17.27
2009,HAMILTON/SCHUYLER,PQI_14,Uncontrolled Diabetes,23.87,20.57
2009,HAMILTON/SCHUYLER,PQI_14,Uncontrolled Diabetes,0,18.04
2010,HAMILTON/SCHUYLER,PQI_14,Uncontrolled Diabetes,0,18.48
2010,HAMILTON/SCHUYLER,PQI_14,Uncontrolled Diabetes,13.31,16.06
2011,HAMILTON/SCHUYLER,PQI_14,Uncontrolled Diabetes,0,17.38
2011,HAMILTON/SCHUYLER,PQI_14,Uncontrolled Diabetes,20.35,15.07
2012,HAMILTON/SCHUYLER,PQI_14,Uncontrolled Diabetes,25.3,15.84
2012,HAMILTON/SCHUYLER,PQI_14,Uncontrolled Diabetes,13.86,13.64
2009,HAMILTON/SCHUYLER,PQI_15,Asthma in Younger Adults,83.71,52.36
2009,HAMILTON/SCHUYLER,PQI_15,Asthma in Younger Adults,0,57.53
2010,HAMILTON/SCHUYLER,PQI_15,Asthma in Younger Adults,0,43.01
2010,HAMILTON/SCHUYLER,PQI_15,Asthma in Younger Adults,37.84,46.09
2011,HAMILTON/SCHUYLER,PQI_15,Asthma in Younger Adults,0,41.03
2011,HAMILTON/SCHUYLER,PQI_15,Asthma in Younger Adults,22.11,45.32
2012,HAMILTON/SCHUYLER,PQI_15,Asthma in Younger Adults,0,38.17
2012,HAMILTON/SCHUYLER,PQI_15,Asthma in Younger Adults,68.31,41.25
2009,HAMILTON/SCHUYLER,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,0,14.74
2009,HAMILTON/SCHUYLER,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,13.31,11.99
